Time,Close,Volume,diferencia_media_30
2020-11-04 09:45:00,0.0,0.4748015506738047,0.3879368144393474
2020-11-04 10:00:00,1.3153987890035523e-06,0.5087686911574673,0.3729047657360472
2020-11-04 10:15:00,2.6330131710494697e-06,0.4616946649436958,0.33601523319119403
2020-11-04 10:30:00,3.952843350418789e-06,0.44655713494554183,0.33347413307587087
2020-11-04 10:45:00,5.2748895473797575e-06,0.3151190695957172,0.36366562072572384
2020-11-04 11:00:00,6.599151960884342e-06,0.29167435850101536,0.3577185077909206
2020-11-04 11:15:00,7.92563081120079e-06,0.2852132176481448,0.35186526135114277
2020-11-04 11:30:00,9.254326306162852e-06,0.3237954587410006,0.34806366830262103
2020-11-04 11:45:00,1.0585238655380635e-05,0.4607716448218571,0.3687947542038728
2020-11-04 12:00:00,1.191836807201696e-05,0.26287613069964927,0.3790262021616084
2020-11-04 12:15:00,1.3253714767458291e-05,0.3189957541074396,0.3956204575321121
2020-11-04 12:30:00,1.4591278949538378e-05,0.2776444526490678,0.3904309813071565
2020-11-04 12:45:00,1.5931060834972754e-05,0.3092117408159498,0.39627752299728947
2020-11-04 13:00:00,1.7273060628042458e-05,0.30995015691342076,0.37938825864242004
2020-11-04 13:15:00,1.861727854723938e-05,0.32361085471663287,0.3980408721538333
2020-11-04 13:30:00,1.9963714796844556e-05,0.2717371238693004,0.380695684823127
2020-11-04 13:45:00,2.1312369590020808e-05,0.30865792874284664,0.4013731327272198
2020-11-04 14:00:00,2.266324314348367e-05,0.3308104116669744,0.39000858207954103
2020-11-04 14:15:00,2.4016335657961463e-05,0.5429204356654975,0.38548287606940757
2020-11-04 14:30:00,2.5371647353722437e-05,0.5342440465202142,0.3857309518062592
2020-11-04 14:45:00,2.672917843504763e-05,0.4759091748200111,0.40365945235604933
2020-11-04 15:00:00,2.8088929118652572e-05,0.3191803581318073,0.40658272320111294
2020-11-04 15:15:00,2.9450899612371018e-05,0.30570426435296294,0.40058197226915077
2020-11-04 15:30:00,3.081509012758943e-05,0.3505630422743216,0.41890605304797685
2020-11-04 15:45:00,3.218150087569427e-05,0.36810042458925607,0.39708209295464825
2020-11-04 16:00:00,3.355013206451929e-05,0.24256968801919881,0.40380695684823076
2020-11-04 16:15:00,3.492098390900367e-05,0.3018275798412406,0.41894628154584607
2020-11-04 16:30:00,3.629405662408658e-05,0.41720509507107256,0.44487354842170124
2020-11-04 16:45:00,3.766935041404906e-05,0.39154513568395793,0.42346528280633466
2020-11-04 17:00:00,3.904686549027758e-05,0.35960863946834043,0.42752836109099773
2020-11-04 17:15:00,4.0426602067711315e-05,0.30422743215802106,0.4340185587470126
2020-11-04 17:30:00,4.180856035240765e-05,0.3278567472770907,0.41505752675194957
2020-11-04 17:45:00,4.319274056108213e-05,0.3954218201956803,0.39736369243972136
2020-11-04 18:00:00,4.457914290334486e-05,0.36533136422374013,0.4121945986536841
2020-11-04 18:15:00,4.596776758525323e-05,0.29702787520767954,0.37958269638211556
2020-11-04 18:30:00,4.7358614821746414e-05,0.33764076056858044,0.38922412637111686
2020-11-04 18:45:00,4.87516848277636e-05,0.30755030459664023,0.37064526510579715
2020-11-04 19:00:00,5.014697780758581e-05,0.3068118884991693,0.3652881701397254
2020-11-04 19:15:00,5.154449397437588e-05,0.25253830533505633,0.3620564808110063
2020-11-04 19:30:00,5.2944233541296626e-05,0.1733431788812996,0.36216375680531565
2020-11-04 19:45:00,5.434619671440544e-05,0.1714971386376223,0.3604808646445131
2020-11-04 20:00:00,5.5750383713970564e-05,0.17758907144175742,0.3599042561750714
2020-11-04 20:15:00,5.715679474427304e-05,0.1295920251061473,0.35881138198299745
2020-11-04 20:30:00,5.856543001492298e-05,0.1532213402252169,0.3853957143240271
2020-11-04 20:45:00,5.9976289740859556e-05,0.1816503599778475,0.3846783061120488
2020-11-04 21:00:00,6.138937412991652e-05,0.13531474986154698,0.3841821546383455
2020-11-04 21:15:00,6.28046833988094e-05,0.10448587779213586,0.38226459623997533
2020-11-04 21:30:00,6.422221775004289e-05,0.16983570241831272,0.3872059967280793
2020-11-04 21:45:00,6.564197740388522e-05,0.11906959571718663,0.371563815807113
2020-11-04 22:00:00,6.706396256461744e-05,0.1822041720509507,0.3745340198996965
2020-11-04 22:15:00,6.848817344540237e-05,0.1260845486431604,0.3698541046477281
2020-11-04 22:30:00,6.991461025940282e-05,0.14879084364039136,0.3637192587228771
2020-11-04 22:45:00,7.134327321445255e-05,0.15857485693188111,0.3790329069112562
2020-11-04 23:00:00,7.277416252371438e-05,0.11777736754661251,0.36337731649099725
2020-11-04 23:15:00,7.420727839857477e-05,0.04892006645744878,0.36682355780835224
2020-11-04 23:30:00,7.564262104864383e-05,0.056673435480893486,0.3674806232735239
2020-11-04 23:45:00,7.708019068353167e-05,0.09987077718294259,0.37020945637889485
2020-11-05 00:00:00,7.85199875164011e-05,0.11556211925419974,0.36949875291656425
2020-11-05 00:15:00,7.99620117586386e-05,0.02399852316780506,0.3823785769839324
2020-11-05 00:30:00,8.140626361985426e-05,0.13457633376407604,0.3899616488320298
