Step,Loss,Value Loss,Policy Loss,Entropy
100,0.0,0.0,0.0,0.0
200,0.0,0.0,0.0,0.0
300,0.0,0.0,0.0,0.0
400,0.0,0.0,0.0,0.0
500,0.0,0.0,0.0,0.0
600,0.0,0.0,0.0,0.0
700,0.0,0.0,0.0,0.0
800,0.0,0.0,0.0,0.0
900,0.0,0.0,0.0,0.0
1000,0.0,0.0,0.0,0.0
1100,0.0,0.0,0.0,0.0
1200,0.0,0.0,0.0,0.0
1300,0.0,0.0,0.0,0.0
1400,0.0,0.0,0.0,0.0
1500,0.0,0.0,0.0,0.0
1600,0.0,0.0,0.0,0.0
1700,0.0,0.0,0.0,0.0
1800,0.0,0.0,0.0,0.0
1900,0.0,0.0,0.0,0.0
2000,0.0,0.0,0.0,0.0
2100,0.5453477501869202,1.33914924710989,0.0,-1.091337291151285
2200,0.5453477501869202,1.33914924710989,0.0,-1.091337291151285
2300,0.5453477501869202,1.33914924710989,0.0,-1.091337291151285
2400,0.5453477501869202,1.33914924710989,0.0,-1.091337291151285
2500,0.5453477501869202,1.33914924710989,0.0,-1.091337291151285
2600,0.5453477501869202,1.33914924710989,0.0,-1.091337291151285
2700,0.5453477501869202,1.33914924710989,0.0,-1.091337291151285
2800,0.5453477501869202,1.33914924710989,0.0,-1.091337291151285
2900,0.5453477501869202,1.33914924710989,0.0,-1.091337291151285
3000,0.5453477501869202,1.33914924710989,0.0,-1.091337291151285
3100,0.5453477501869202,1.33914924710989,0.0,-1.091337291151285
3200,0.5453477501869202,1.33914924710989,0.0,-1.091337291151285
3300,0.5453477501869202,1.33914924710989,0.0,-1.091337291151285
3400,0.5453477501869202,1.33914924710989,0.0,-1.091337291151285
3500,0.5453477501869202,1.33914924710989,0.0,-1.091337291151285
3600,0.5453477501869202,1.33914924710989,0.0,-1.091337291151285
3700,0.5453477501869202,1.33914924710989,0.0,-1.091337291151285
3800,0.5453477501869202,1.33914924710989,0.0,-1.091337291151285
3900,0.5453477501869202,1.33914924710989,0.0,-1.091337291151285
4000,0.5453477501869202,1.33914924710989,0.0,-1.091337291151285
4100,0.5414941310882568,1.261797957494855,0.0,-1.0528952933847904
4200,0.5414941310882568,1.261797957494855,0.0,-1.0528952933847904
4300,0.5414941310882568,1.261797957494855,0.0,-1.0528952933847904
4400,0.5414941310882568,1.261797957494855,0.0,-1.0528952933847904
4500,0.5414941310882568,1.261797957494855,0.0,-1.0528952933847904
4600,0.5414941310882568,1.261797957494855,0.0,-1.0528952933847904
4700,0.5414941310882568,1.261797957494855,0.0,-1.0528952933847904
4800,0.5414941310882568,1.261797957494855,0.0,-1.0528952933847904
4900,0.5414941310882568,1.261797957494855,0.0,-1.0528952933847904
5000,0.5414941310882568,1.261797957494855,0.0,-1.0528952933847904
5100,0.5414941310882568,1.261797957494855,0.0,-1.0528952933847904
5200,0.5414941310882568,1.261797957494855,0.0,-1.0528952933847904
5300,0.5414941310882568,1.261797957494855,0.0,-1.0528952933847904
5400,0.5414941310882568,1.261797957494855,0.0,-1.0528952933847904
5500,0.5414941310882568,1.261797957494855,0.0,-1.0528952933847904
5600,0.5414941310882568,1.261797957494855,0.0,-1.0528952933847904
5700,0.5414941310882568,1.261797957494855,0.0,-1.0528952933847904
