Step,Loss,Value Loss,Policy Loss,Entropy
100,0.0,0.0,0.0,0.0
200,-0.012772816233336926,0.0022930204984731974,0.0,-1.0985483884811402
300,-0.013261127285659313,0.0016887721605598927,0.0,-1.098216211795807
400,-0.005630278028547764,0.013399597071111203,0.0,-1.0977357387542725
500,-0.005630278028547764,0.013399597071111203,0.0,-1.0977357387542725
600,-0.011118757538497448,0.001021855277940631,0.0,-1.09764107465744
700,-0.011555487290024757,0.0009483072150032968,0.0,-1.0976245641708373
800,-0.015142230316996574,0.0008455445931758732,0.0,-1.097036027908325
900,-0.013000271283090115,0.0016333521110937,0.0,-1.0959704279899598
1000,-0.013000271283090115,0.0016333521110937,0.0,-1.0959704279899598
1100,-0.012929324992001057,0.0006893413315992803,0.0,-1.0949487209320068
1200,-0.011949772946536541,0.0008732814923860133,0.0,-1.0937514424324035
1300,-0.008005671203136444,0.006434722570702434,0.0,-1.0948941349983214
1400,-0.008005671203136444,0.006434722570702434,0.0,-1.0948941349983214
1500,-0.011502621695399284,0.0004530238889856264,0.0,-1.0950379133224488
1600,-0.01083249133080244,0.00036187899822834877,0.0,-1.095444130897522
1700,-0.012236998416483402,0.0003477268968708813,0.0,-1.0961633682250977
1800,-0.011720797047019005,0.0008115521050058305,0.0,-1.0968118071556092
1900,-0.011720797047019005,0.0008115521050058305,0.0,-1.0968118071556092
2000,-0.011207385919988155,0.00037619032664224503,0.0,-1.0972622752189636
2100,-0.012052076868712902,0.00038416602183133364,0.0,-1.0975075840950013
2200,-0.013727196492254734,0.002682407945394516,0.0,-1.0977959275245666
2300,-0.013727196492254734,0.002682407945394516,0.0,-1.0977959275245666
2400,-0.012032660655677319,0.0002843444628524594,0.0,-1.0982233166694642
2500,-0.012148311361670494,0.0003143450929201208,0.0,-1.0984810948371888
2600,-0.01107481773942709,0.000185251836956013,0.0,-1.0984910011291504
2700,-0.010804292745888233,0.0003543268074281514,0.0,-1.0985681533813476
2800,-0.010804292745888233,0.0003543268074281514,0.0,-1.0985681533813476
