Step,Loss,Value Loss,Policy Loss,Entropy
100,0.0,1274355328.0,38146.0390625,-1.0985993146896362
200,0.0,1274362368.0,38111.14453125,-1.0985585451126099
300,0.0,1274429184.0,38157.81640625,-1.0985682010650635
400,0.0,1274377600.0,38164.484375,-1.0985654592514038
500,0.0,1274355840.0,38180.453125,-1.098535180091858
600,0.0,1274480384.0,38152.53125,-1.0985780954360962
700,0.0,1274606336.0,38133.08984375,-1.0985912084579468
800,0.0,1274311680.0,38117.17578125,-1.0985596179962158
900,0.0,1274338432.0,38140.01171875,-1.098543643951416
1000,0.0,1274407168.0,38130.80859375,-1.0985376834869385
1100,0.0,1274319744.0,38162.27734375,-1.0984930992126465
1200,0.0,1274452992.0,38142.84765625,-1.0985106229782104
1300,0.0,1274415488.0,38112.27734375,-1.0985240936279297
1400,0.0,1274107776.0,38111.37109375,-1.0985398292541504
1500,0.0,1274234752.0,38075.53515625,-1.0985366106033325
1600,0.0,1274473088.0,38176.1875,-1.0984902381896973
